Name,Rating,Reviews,Culture,About
Nexteer Automotive,3.8,(361),Promotions / Appraisal,Auto Components | Bangalore / Bengaluru +10 other locations
RCM,4.2,(361),"Company Culture, Work Life Balance, Job Security",Retail | Bhilwara +41 other locations
BPTP,4.2,(361),"Work Life Balance, Company Culture, Work Satisfaction",Real Estate | New Delhi +5 other locations
Etech Global Services,3.8,(361),Company Culture,BPO | Gandhinagar +11 other locations
Desun Hospital & Heart Institute,3.9,(361),Skill Development / Learning,Kolkata +12 other locations
Hitachi Systems,3.9,(361),"Job Security, Company Culture, Work Life Balance",IT Services & Consulting | Mumbai +32 other locations
Aeries Technology,3.2,(360),"Job Security, Promotions / Appraisal, Skill Development / Learning",IT Services & Consulting | Bangalore / Bengaluru +7 other locations
Bmm Ispat,3.8,(360),Promotions / Appraisal,Iron & Steel | Hosapete +13 other locations
ITC Limited - Paperboards Specialty Papers Division,3.9,(360),"Job Security, Company Culture, Skill Development / Learning",Packaging | Bhadrachalam +17 other locations
Adda 247,3.2,(361),"Promotions / Appraisal, Job Security, Work Satisfaction",EdTech | Gurgaon / Gurugram +20 other locations
ABM Knowledgeware,3.7,(360),"Promotions / Appraisal, Salary & Benefits, Job Security",IT Services & Consulting | Mumbai +39 other locations
Oberoi Realty,4.2,(360),"Work Life Balance, Salary & Benefits, Company Culture",Real Estate | Mumbai +11 other locations
Western Union,3.3,(360),"Promotions / Appraisal, Job Security, Work Satisfaction",FinTech | Pune +18 other locations
Tessolve,3.5,(360),"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Semiconductors | Bangalore / Bengaluru +11 other locations
AccorHotels,4.3,(360),"Job Security, Skill Development / Learning, Company Culture",Hospitality | New Delhi +40 other locations
NAV Backoffice,3.4,(360),"Work Life Balance, Work Satisfaction, Skill Development / Learning",Accounting & Auditing | Jaipur +9 other locations
Flatworld Solutions,3.6,(360),"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",BPO | Bangalore / Bengaluru +8 other locations
Aizant Drug Research Solutions,3.8,(360),"Company Culture, Work Life Balance, Skill Development / Learning",Clinical Research | Hyderabad / Secunderabad +4 other locations
Theobroma Foods,3.9,(360),Promotions / Appraisal,Food Processing | Mumbai +31 other locations
Shyam Sel & Power,3.9,(360),Job Security,Industrial Machinery | Kolkata +25 other locations
Protium Finance,3.8,(360),Salary & Benefits,Financial Services | Mumbai +69 other locations
HYT Engineering,3.3,(360),"Job Security, Promotions / Appraisal, Company Culture",Industrial Machinery | Pune +24 other locations
Kanpur Fertilizers & Chemicals,3.5,(360),"Promotions / Appraisal, Salary & Benefits, Job Security",Agro Chemicals | Kanpur +30 other locations
SPRINKLR,2.9,(359),"Work Satisfaction, Promotions / Appraisal, Company Culture",Software Product | Bangalore / Bengaluru +8 other locations
Flipkart Wholesale,3.8,(359),Promotions / Appraisal,Bangalore / Bengaluru +53 other locations
Eversendai,3.7,(359),"Company Culture, Promotions / Appraisal, Work Life Balance",Engineering & Construction | Chennai +17 other locations
Buhler,3.9,(359),Work Life Balance,Industrial Machinery | Bangalore / Bengaluru +28 other locations
Srei Equipment Finance,4.4,(359),"Work Life Balance, Company Culture, Work Satisfaction",Financial Services | Kolkata +78 other locations
UCAL Fuel Systems,3.8,(359),"Promotions / Appraisal, Salary & Benefits, Company Culture",Auto Components | Chennai +16 other locations
ITSource Technologies,2.9,(359),"Promotions / Appraisal, Salary & Benefits, Company Culture",IT Services & Consulting | Mumbai +28 other locations
Yethi Consulting,3.3,(359),"Promotions / Appraisal, Salary & Benefits, Company Culture",IT Services & Consulting | Bangalore / Bengaluru +11 other locations
Indian Overseas Bank,3.3,(359),Job Security,Banking | Chennai +78 other locations
Kiswok Industries,3.4,(359),"Promotions / Appraisal, Company Culture, Salary & Benefits",Automobile | Kolkata +6 other locations
LuLu Group International,3.6,(359),Job Security,Retail | Kochi +37 other locations
Cipla Health,4.2,(359),"Work Life Balance, Salary & Benefits, Company Culture",Pharma | Mumbai +76 other locations
Bhagwati Products,3.7,(358),Promotions / Appraisal,Consumer Electronics & Appliances | Hyderabad / Secunderabad +17 other locations
Indraprastha Gas,3.8,(358),"Promotions / Appraisal, Job Security",Oil & Gas | New Delhi +25 other locations
Mahendra’s Institute,3.2,(358),"Salary & Benefits, Promotions / Appraisal, Job Security",Education & Training | Lucknow +91 other locations
Karvy Innotech,3.0,(358),"Promotions / Appraisal, Salary & Benefits, Company Culture",IT Services & Consulting | New Delhi +40 other locations
IB Group,3.8,(358),"Promotions / Appraisal, Company Culture, Work Satisfaction",Food Processing | Rajnandgaon +74 other locations
Bonfiglioli Transmissions Private Limited,3.6,(358),"Promotions / Appraisal, Company Culture, Work Life Balance",Industrial Machinery | Chennai +19 other locations
Kirloskar Toyota Textile Machinery,4.6,(358),"Company Culture, Work Life Balance, Job Security",Industrial Machinery | Bangalore / Bengaluru +9 other locations
Bharat Aluminium Company (BALCO),4.0,(357),"Salary & Benefits, Job Security, Skill Development / Learning",Metals & Mining | Korba +15 other locations
Mindlance,3.9,(357),Work Life Balance,Recruitment | Noida +11 other locations
Bharat Aluminium Company (BALCO),4.0,(357),"Salary & Benefits, Job Security, Skill Development / Learning",Metals & Mining | Korba +15 other locations
Silver Touch Technologies,3.1,(358),"Promotions / Appraisal, Company Culture, Work Satisfaction",IT Services & Consulting | New Delhi +36 other locations
TresVista,2.7,(357),"Work Life Balance, Work Satisfaction, Company Culture",Financial Services | Pune +11 other locations
Pocket FM,2.7,(357),"Job Security, Promotions / Appraisal, Company Culture",Media & Entertainment | Bangalore / Bengaluru +17 other locations
Ensono,4.3,(357),"Company Culture, Work Life Balance, Work Satisfaction",IT Services & Consulting | Pune +10 other locations
Knack Global,3.0,(357),"Company Culture, Work Life Balance, Work Satisfaction",IT Services & Consulting | Jaipur +10 other locations
Kaar Tech,3.7,(357),"Skill Development / Learning, Job Security",IT Services & Consulting | Chennai +12 other locations
National Australia Bank,3.0,(357),"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",Banking | Gurgaon / Gurugram +8 other locations
Cedcoss Technologies,3.0,(356),"Job Security, Company Culture, Work Life Balance",IT Services & Consulting | Lucknow +3 other locations
Ventura Securities,4.0,(357),"Job Security, Company Culture, Work Life Balance",Financial Services | Mumbai +42 other locations
Global Indian International School,4.0,(356),"Job Security, Work Life Balance, Skill Development / Learning",Education & Training | Noida +23 other locations
MAHLE Behr India,3.7,(356),"Job Security, Skill Development / Learning",Auto Components | Pune +10 other locations
Arvind Fashions,3.7,(356),"Promotions / Appraisal, Company Culture, Work Satisfaction",Fashion & Textile | Bangalore / Bengaluru +53 other locations
Publicis,3.6,(356),"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",Marketing & Advertising | Gurgaon / Gurugram +16 other locations
Infinity Learn,3.7,(356),Salary & Benefits,EdTech | Hyderabad / Secunderabad +15 other locations
Birla White,4.3,(356),"Job Security, Skill Development / Learning, Salary & Benefits",Building Material | Jodhpur +92 other locations
Dow Chemical International Private Limited,3.9,(356),"Work Life Balance, Salary & Benefits, Company Culture",Chemicals | Chennai +15 other locations
Connectwise India,3.6,(356),"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",IT Services & Consulting | Pune +8 other locations
Freecharge,3.9,(355),"Work Life Balance, Company Culture, Job Security",FinTech | Gurgaon / Gurugram +48 other locations
YKK,3.9,(355),"Job Security, Work Life Balance",Fashion & Textile | Rewari +23 other locations
L&T Valves,3.7,(355),"Job Security, Skill Development / Learning",Industrial Machinery | Coimbatore +14 other locations
Gujarat Ambuja Exports,3.4,(355),"Promotions / Appraisal, Salary & Benefits, Company Culture",Agro Chemicals | Ahmedabad +33 other locations
Toshiba JSW Power Systems,4.2,(355),"Work Life Balance, Salary & Benefits, Company Culture",Industrial Machinery | Chennai +14 other locations
Bank of Maharashtra,3.3,(355),Job Security,Banking | Pune +72 other locations
Jyoti CNC Automation,4.0,(355),"Job Security, Skill Development / Learning, Company Culture",Industrial Machinery | Rajkot +30 other locations
Watchyourhealth.com,4.7,(355),"Company Culture, Work Life Balance, Work Satisfaction",Emerging Technologies | Thane +3 other locations
Jeeves Consumer Services,3.6,(354),"Promotions / Appraisal, Job Security, Work Satisfaction",Consumer Electronics & Appliances | Bangalore / Bengaluru +56 other locations
Nettur Technical Training Foundation,3.9,(354),"Job Security, Work Life Balance",Education & Training | Bangalore / Bengaluru +43 other locations
Ashiana Housing,4.0,(354),"Skill Development / Learning, Job Security, Company Culture",Real Estate | Jaipur +19 other locations
Vijay Nirman Company,3.6,(354),"Promotions / Appraisal, Salary & Benefits, Work Life Balance",Engineering & Construction | Hyderabad / Secunderabad +33 other locations
Stovekraft,3.7,(354),"Promotions / Appraisal, Job Security, Company Culture",Consumer Electronics & Appliances | Bangalore / Bengaluru +50 other locations
Kuehne + Nagel,3.8,(354),Job Security,Logistics | Gurgaon / Gurugram +33 other locations
Christian Medical College,4.1,(354),"Skill Development / Learning, Work Satisfaction, Company Culture",Education & Training | Vellore +30 other locations
SRM University,3.5,(354),"Promotions / Appraisal, Salary & Benefits, Company Culture",Education & Training | Chennai +24 other locations
AQuity Solutions India,3.7,(354),"Promotions / Appraisal, Work Satisfaction, Job Security",IT Services & Consulting | Hyderabad / Secunderabad +19 other locations
Anunta Technology Management Services,3.4,(355),"Promotions / Appraisal, Work Life Balance, Salary & Benefits",IT Services & Consulting | Mumbai +18 other locations
US Tech Solutions,3.7,(354),Salary & Benefits,Recruitment | Noida +14 other locations
Mettler-Toledo,3.7,(354),"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Electrical Equipment | Mumbai +22 other locations
Runwal Group,3.9,(354),"Work Life Balance, Job Security",Real Estate | Mumbai +8 other locations
Hanon Systems,3.9,(354),"Company Culture, Work Life Balance, Work Satisfaction",Auto Components | Chennai +18 other locations
Spice Money,4.1,(354),"Company Culture, Work Life Balance, Work Satisfaction",FinTech | Noida +93 other locations
Realty Assistant,3.7,(354),Skill Development / Learning,Real Estate | Noida +14 other locations
Agilent Technologies,4.1,(353),"Work Life Balance, Company Culture, Job Security",Pharma | Gurgaon / Gurugram +18 other locations
Hexagon Capability Center,4.0,(353),"Work Life Balance, Company Culture, Job Security",IT Services & Consulting | Hyderabad / Secunderabad +9 other locations
Nissan,3.7,(353),"Promotions / Appraisal, Job Security",Automobile | Chennai +71 other locations
Himatsingka Seide,3.6,(353),"Promotions / Appraisal, Company Culture, Work Satisfaction",Fashion & Textile | Bangalore / Bengaluru +13 other locations
Accelya Solutions India Limited,3.5,(353),"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Software Product | Mumbai +11 other locations
Coronis Health,3.6,(353),"Promotions / Appraisal, Job Security, Skill Development / Learning",Analytics & KPO | Mohali +10 other locations
V-bazaar Retail,3.8,(352),"Promotions / Appraisal, Salary & Benefits",Retail | Gurgaon / Gurugram +71 other locations
Citykart Retail,3.8,(352),Salary & Benefits,Retail | New Delhi +64 other locations
Adarsh Credit Co-Operative Society,4.2,(352),"Skill Development / Learning, Work Satisfaction, Company Culture",Investment Banking / Venture Capital / Private Equity | Ahmedabad +137 other locations
Methodex,3.7,(352),"Promotions / Appraisal, Company Culture, Work Satisfaction",Law Enforcement & Security | New Delhi +48 other locations
Gtpl Hathway,3.9,(352),"Work Life Balance, Job Security",Broadcasting | Ahmedabad +47 other locations
Merck,4.2,(352),"Work Life Balance, Company Culture, Salary & Benefits",Pharma | Bangalore / Bengaluru +52 other locations
M Baazar,4.0,(352),"Work Life Balance, Job Security, Company Culture",Retail | Kolkata +86 other locations
Jamna Auto Industries,3.8,(352),Job Security,Auto Components | Gwalior +37 other locations
P.D. Hinduja National Hospital and Medical Research Centre,3.8,(352),Job Security,Healthcare | Mumbai +13 other locations
Johnson Controls Hitachi Air Conditioning,3.7,(351),"Promotions / Appraisal, Company Culture, Work Satisfaction",Consumer Electronics & Appliances | Ahmedabad +35 other locations
S2 Infotech,3.6,(351),"Job Security, Promotions / Appraisal, Company Culture",Recruitment | Mumbai +67 other locations
Descon Engineering,4.2,(351),"Salary & Benefits, Skill Development / Learning, Work Life Balance",Engineering & Construction | Mumbai +26 other locations
eNoah iSolution,3.8,(351),Job Security,IT Services & Consulting | Chennai +7 other locations
Piramal Swasthya,4.1,(352),"Work Life Balance, Company Culture, Work Satisfaction",Healthcare | Hyderabad / Secunderabad +59 other locations
Midland Microfin Limited,3.5,(351),"Company Culture, Work Life Balance, Promotions / Appraisal",NBFC | Jalandhar +103 other locations
Healthcare At Home,3.7,(351),"Promotions / Appraisal, Job Security, Skill Development / Learning",Healthcare | Mumbai +32 other locations
Air Liquide,3.8,(351),"Promotions / Appraisal, Salary & Benefits",Chemicals | New Delhi +36 other locations
Heavy Engineering Industries & Shipbuilding,4.0,(351),"Work Life Balance, Work Satisfaction, Job Security",Engineering & Construction | Kuwait City +29 other locations
Gold Plus Glass,3.5,(351),"Promotions / Appraisal, Company Culture, Work Life Balance",Other | Roorkee +36 other locations
